star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname
GAIA DR3 659841258820696704,"132,6536182","17,6893184","132,6528798","17,68904695",46259631,"6,59841E+17","6,59841E+17",43418,2MASS J08503688+1741216,1396-2285-1,null,BD+18  2056,gaia dr3,"-158,2797497","0,01842309721","-61,08255846","0,01321423613",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,"8,7",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"7,809","0,02",GCNS,2021A&A...649A...6G,"7,455","0,051",GCNS,2021A&A...649A...6G,"7,33","0,021",GCNS,2021A&A...649A...6G,"8,596208341",null,"9,134029388","0,002761309346",gaia_dr3,2023A&A...674A...1G,"9,574311256","0,00281459173","8,531049728","0,00379719841","19,98926042","0,01743320189",GaiaDR3,2023A&A...674A...1G,"49,92865753","0,04021644592",bj2021,2021AJ....161..147B,0,K0,,0,5218,"14,5",gspspec,2023A&A...674A...1G,"4,529462221","0,02269177403",calculated_from_M_and_R,Calculated Value,"4,360000134","0,02999997139",gspspec,2023A&A...674A...1G,"0,1700000018","0,01000000536",gspspec [M/H],2023A&A...674A...1G,"-0,3611436127","0,005037240582",gaia_dr3_flame,2023A&A...674A...1G,"0,8073701505","0,006485156583",calc_from_L_and_Teff,Calculated Value,"0,8045257926","0,04000002146",gaia_dr3_flame,2023A&A...674A...1G,0,null,null,gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
GAIA DR3 672319513204823680,"114,7463125","19,2173115","114,7466286","19,21651301",70464432,"6,7232E+17","6,7232E+17",37246,2MASS J07385911+1913023,1369-2200-1,null,MCC 500,gaia dr3,"67,16378553","0,06686298549","-179,6666847","0,05212704092",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,"10,315","0,01",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"8,299","0,019",GCNS,2021A&A...649A...6G,"7,706","0,023",GCNS,2021A&A...649A...6G,"7,534","0,017",GCNS,2021A&A...649A...6G,"9,632014503",null,"10,40281487","0,002872539038",gaia_dr3,2023A&A...674A...1G,"10,95430279","0,002969748413","9,365215302","0,004067370829","22,36004338","0,06224507838",GaiaDR3,2023A&A...674A...1G,"44,62817001","0,1161746979",bj2021,2021AJ....161..147B,0,K6/7V,1986AJ.....92..139S,1,4156,65,gspspec,2023A&A...674A...1G,"4,489725757","0,07019278979",calculated_from_M_and_R,Calculated Value,"5,03000021","0,01999998093",gspspec,2023A&A...674A...1G,"-0,25","0,1649999991",gspspec [M/H],2023A&A...674A...1G,"-0,8090714417","0,03991539338",calc_from_gaia,Calculated Value,"0,7599164507","0,0422437031",calc_from_L_and_Teff,Calculated Value,"0,6504139117","0,07630005935",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,"8,535698","18,425249","6,7232E+17","8,535698","18,425249","6,7232E+17",0,0,null,null,null,null,null,null,0,null
GAIA DR3 687914402017314816,"139,0948745","25,663785","139,0955969","25,66298996",149368787,"6,87914E+17","6,87914E+17",null,2MASS J09162275+2539498,1954-1510-1,null,StKM 1-760,gaia dr3,"146,5018966","0,7741810679","-178,8827347","0,5222932696",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,"11,274","0,03",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"8,937","0,026",GCNS,2021A&A...649A...6G,"8,324","0,02",GCNS,2021A&A...649A...6G,"8,124","0,014",GCNS,2021A&A...649A...6G,"10,26259009",null,"11,12642479","0,005126592559",gaia_dr3,2023A&A...674A...1G,"11,95148373","0,002977072305","10,11403942","0,00383528115","20,60603259","0,7985004187",GaiaDR3,2023A&A...674A...1G,"48,54015732","1,739665985",bj2021,2021AJ....161..147B,0,K6,1986AJ.....91..144S,0,3968,"28,5",gspspec,2023A&A...674A...1G,"4,552165084","0,09423122977",calculated_from_M_and_R,Calculated Value,"5,03000021","0,01499986649",gspspec,2023A&A...674A...1G,"-0,02999999933","0,04499999993",gspspec [M/H],2023A&A...674A...1G,"-0,97373845","0,07657240478",calc_from_gaia,Calculated Value,"0,6896680275","0,06160109909",calc_from_L_and_Teff,Calculated Value,"0,6185540324","0,07617546612",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
GAIA DR3 694346025346795136,"142,2131204","27,1304385","142,2129989","27,13052979",null,"6,94346E+17","6,94346E+17",null,2MASS J09285115+2707495,null,null,null,gaia dr3,"-24,32607296","0,1034910604","20,54119832","0,07543525845",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"9,127","0,024",GCNS,2021A&A...649A...6G,"8,527","0,026",GCNS,2021A&A...649A...6G,"8,278","0,016",GCNS,2021A&A...649A...6G,"10,58593222",null,"11,56241894","0,002801367727",gaia_dr3,2023A&A...674A...1G,"12,67274952","0,002870468984","10,50385094","0,003806647405","20,26061012","0,0999372825",GaiaDR3,2023A&A...674A...1G,"49,27317047","0,2546653748",bj2021,2021AJ....161..147B,0,null,null,0,3909,"27,5",gspspec,2023A&A...674A...1G,"4,661529872","0,0668032498",calculated_from_M_and_R,Calculated Value,"5,019999981","0,01499986649",gspspec,2023A&A...674A...1G,"-0,009999999776","0,04999999888",gspspec [M/H],2023A&A...674A...1G,"-1,117797218","0,03661033848",calc_from_gaia,Calculated Value,"0,6020363235","0,02675185138",calc_from_L_and_Teff,Calculated Value,"0,6063280145","0,07612387256",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
GAIA DR3 719601571215916544,"134,4440204","38,2589485","134,443384","38,25847147",416841738,"7,19602E+17","7,19602E+17",44014,2MASS J08574656+3815320,2983-118-1,WDS J08578+3816A,HD  76493,gaia dr3,"-112,439803","0,6246569157","-107,3208203","0,5527687073",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,56","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"7,09","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"6,125","0,027",GCNS,2021A&A...649A...6G,"5,951","0,04",GCNS,2021A&A...649A...6G,"5,809","0,021",GCNS,2021A&A...649A...6G,"6,633681298",null,"6,975149632","0,002762222889",gaia_dr3,2023A&A...674A...1G,"7,21472168","0,002845591503","6,568360806","0,003808105362","22,53973739","0,6526142359",GaiaDR3,2023A&A...674A...1G,"44,36185837","1,070444107",bj2021,2021AJ....161..147B,0,F5,1993yCat.3135....0C,0,6254,11,gspspec,2023A&A...674A...1G,"4,261111983","0,02800517224",calculated_from_M_and_R,Calculated Value,"4,420000076","0,009999990463",gspspec,2023A&A...674A...1G,"-0,2800000012","0,004999995232",gspspec [M/H],2023A&A...674A...1G,"0,3869705361","0,02330160972",gaia_dr3_flame,2023A&A...674A...1G,"1,329909717","0,03598286595",calc_from_L_and_Teff,Calculated Value,"1,176762104","0,04127031565",gaia_dr3_flame,2023A&A...674A...1G,0,"3,715984583","0,6250026226",gaia_dr3_flame,2023A&A...674A...1G,null,null,null,null,null,null,null,1,1,A,"56,2",7,null,null,null,0,null
GAIA DR3 727941332551227392,"159,5461488","26,607278","159,5473867","26,60696136",null,null,"7,27941E+17",null,null,1979-483-2,WDS J10382+2636B,HD  92049B,gaia dr3,"249,0250227","0,2087673545","-71,23156012","0,05995056406",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"12,07","0,16",Simbad 2002A&A...384..180F,2002A&A...384..180F,"10,85","0,06",Simbad 2002A&A...384..180F,2002A&A...384..180F,null,null,null,null,null,null,null,null,null,null,GCNS,2021A&A...649A...6G,null,null,GCNS,2021A&A...649A...6G,null,null,GCNS,2021A&A...649A...6G,"9,452974001",null,"10,18695641","0,003758302947",gaia_dr3,2023A&A...674A...1G,"10,26710033","0,7648883591","8,770931244","0,6199893142","27,78507435","0,06944400817",GaiaDR3,2023A&A...674A...1G,"35,93401337","0,08894348145",bj2021,2021AJ....161..147B,0,null,null,0,"4332,970178",70,using_TIC_relation,Calculated Value,"4,722168259","0,06973651446",calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"-0,9515443333","0,04053090692",calc_from_gaia,Calculated Value,"0,5933474473","0,03367679899",calc_from_L_and_Teff,Calculated Value,"0,6772028671","0,07691107235",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"1,301244","8,663539","7,27941E+17","1,301244","8,663539","7,27941E+17",1,1,B,"1,3","-1,97",null,null,null,0,null
GAIA DR3 749481383814928128,"158,3069022","34,1533113","158,305657","34,15259602",241261987,"7,49481E+17","7,49481E+17",null,2MASS J10331367+3409120,2514-729-1,WDS J10334+3410A,G 118-68,gaia dr3,"-231,8460797","0,2247872651","-160,9505694","0,2211520821",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"13,99","0,04",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,44","0,04",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,05","0,07",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,081","0,021",GCNS,2021A&A...649A...6G,"8,477","0,018",GCNS,2021A&A...649A...6G,"8,277","0,018",GCNS,2021A&A...649A...6G,"10,74761121",null,"11,73131561","0,003964838735",gaia_dr3,2023A&A...674A...1G,"12,67410088","0,003202294409","10,48263168","0,003833903515","21,86519168","0,2227132618",GaiaDR3,2023A&A...674A...1G,"45,69305038","0,4931964874",bj2021,2021AJ....161..147B,0,M2.52,2015ApJS..220...16T,0,3736,null,Simbad 2020AJ....160..120J,2020AJ....160..120J,"4,630434678",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,"-0,387",null,Simbad 2020AJ....160..120J,2020AJ....160..120J,"-1,199727818",null,calc_from_gaia,Calculated Value,"0,5997565515",null,calc_from_L_and_Teff,Calculated Value,"0,5601663953","0,07548304443",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,null,null,null,null,null,null,1,1,A,"14,3","1,63",null,null,null,0,null
GAIA DR3 773669677553606528,"176,3677533","44,6837265","176,3662079","44,68425089",253043149,"7,7367E+17","7,7367E+17",57346,2MASS J11452829+4441012,3016-241-1,null,G 122-44,gaia dr3,"-247,2192276","0,3728633821","117,980658","0,3415463865",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,"10,753","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"8,598","0,019",GCNS,2021A&A...649A...6G,"7,978","0,029",GCNS,2021A&A...649A...6G,"7,805","0,024",GCNS,2021A&A...649A...6G,"9,762629552",null,"10,57247448","0,002765719356",gaia_dr3,2023A&A...674A...1G,"11,38244629","0,002859663527","9,691613197","0,003791259785","29,29127761","0,3851210475",GaiaDR3,2023A&A...674A...1G,"34,11463928","0,4260501862",bj2021,2021AJ....161..147B,0,K4/5V,1986AJ.....92..139S,1,3826,59,gspspec,2023A&A...674A...1G,"4,501230971","0,06856656916",calculated_from_M_and_R,Calculated Value,"4,880000114","0,08500003815",gspspec,2023A&A...674A...1G,"-0,5799999833","0,02000001073",gspspec [M/H],2023A&A...674A...1G,"-1,016784445","0,06217686636",calc_from_gaia,Calculated Value,"0,7059443897","0,05502491235",calc_from_L_and_Teff,Calculated Value,"0,5763739254","0,01440298419",Mann2019,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,0,null
GAIA DR3 786765410803908096,"177,9911917","48,0886678","177,9897875","48,08885458",null,"7,86765E+17","7,86765E+17",null,2MASS J11515789+4805197,3452-1353-2,WDS J11520+4805A,BD+48  1978A,gaia dr3,"-211,0461533","0,008748627268","42,02753455","0,01985655539",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"10,78","0,04",Simbad 2002A&A...384..180F,2002A&A...384..180F,"9,69","0,02",Simbad 2002A&A...384..180F,2002A&A...384..180F,null,null,null,null,null,null,null,null,"7,19","0,041",GCNS,2021A&A...649A...6G,"6,708","0,02",GCNS,2021A&A...649A...6G,"6,604","0,017",GCNS,2021A&A...649A...6G,"8,682786646",null,"9,330255508","0,002823849293",gaia_dr3,2023A&A...674A...1G,"9,362923622","0,02488268515","8,074631691","0,007442191032","23,57495229","0,02127689868",GaiaDR3,2023A&A...674A...1G,"42,36924744","0,03887748718",bj2021,2021AJ....161..147B,0,null,null,0,4974,"20,5",gspspec,2023A&A...674A...1G,"4,558475036","0,02466211214",calculated_from_M_and_R,Calculated Value,"5,099999905","0,05500006676",gspspec,2023A&A...674A...1G,"0,1199999973","0,03000000119",gspspec [M/H],2023A&A...674A...1G,"-0,4929705762","0,006828548586",gaia_dr3_flame,2023A&A...674A...1G,"0,7634063971","0,00869581348",calc_from_L_and_Teff,Calculated Value,"0,768987","0,04000002146",gaia_dr3_flame,2023A&A...674A...1G,0,null,null,gaia_dr3_flame,2023A&A...674A...1G,null,"1,190635","9,478039","7,86765E+17","1,190635","9,478039","7,86765E+17",1,1,A,"1,3","-0,13","7,86765E+17","1,1906","0,1478",0,null
GAIA DR3 796559581202440064,"147,633549","36,8076142","147,6328497","36,80741022",67646804,"7,9656E+17","7,9656E+17",null,2MASS J09503207+3648273,2508-534-1,null,PM J09505+3648,gaia dr3,"-125,9707741","0,525582552","-45,9027432","0,4785563052",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"13,22","0,43",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"11,665","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"11,288","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"8,861","0,032",GCNS,2021A&A...649A...6G,"8,228","0,018",GCNS,2021A&A...649A...6G,"8,074","0,027",GCNS,2021A&A...649A...6G,"10,14008567",null,"10,99803638","0,002785531325",gaia_dr3,2023A&A...674A...1G,"11,88678741","0,00288673242","10,06567478","0,003800324361","20,92270969","0,6031439304",GaiaDR3,2023A&A...674A...1G,"47,8077774","1,289115906",bj2021,2021AJ....161..147B,0,M0.0V,2013AJ....145..102L,1,4183,"37,5",gspspec,2023A&A...674A...1G,"4,690230711","0,3656317712",calculated_from_M_and_R,Calculated Value,"4,940000057","0,1649999619",gspspec,2023A&A...674A...1G,"-0,5099999905","0,2549999878",gspspec [M/H],2023A&A...674A...1G,"-0,9940672406","0,05893309009",calc_from_gaia,Calculated Value,"0,6062381957","0,04254475975",calc_from_L_and_Teff,Calculated Value,"0,656825","0,545241",Kordopatis2023,2023A&A...669A.104K,0,"4,1493","5,513693",Kordopatis2023,2023A&A...669A.104K,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,0,null
GAIA DR3 797106798693569536,"148,9865269","38,0817622","148,9855424","38,08173905",21499757,"7,97107E+17","7,97107E+17",48701,2MASS J09555676+3804541,2993-415-1,null,HD  85902,gaia dr3,"-174,3675596","0,489726752","-5,220810148","0,4643871784",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,"7,8",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"6,911","0,02",GCNS,2021A&A...649A...6G,"6,636","0,018",GCNS,2021A&A...649A...6G,"6,553","0,02",GCNS,2021A&A...649A...6G,"7,57211556",null,"7,981535912","0,002763263827",gaia_dr3,2023A&A...674A...1G,"8,280194283","0,002808081363","7,501865387","0,003793544586","23,41230068","0,5956901908",GaiaDR3,2023A&A...674A...1G,"42,76731491","1,196706772",bj2021,2021AJ....161..147B,0,G0,1993yCat.3135....0C,0,5737,30,Pastel,2022A&A...663A...4S,"4,428256238",null,calculated_from_M_and_R,Calculated Value,"4,46","0,06",Pastel,2022A&A...663A...4S,"-0,55","0,03",Pastel,2022A&A...663A...4S,"-0,04171310841",null,gcs_Fbol,Calculated Value,"0,9647757769",null,calc_from_L_and_Teff,Calculated Value,"0,91","0,045",gcs_reanalysis,2011A&A...530A.138C,0,"7,9","4,33",gcs_reanalysis,2011A&A...530A.138C,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,0,null
GAIA DR3 798068940086479104,"143,9164035","35,8109555","143,9127092","35,80999659",null,"7,98069E+17","7,98069E+17",null,null,null,WDS J09357+3549B,*  11 LMi B,gaia dr3,"-674,0793947","0,1058147773","-215,7696217","0,1122715101",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,13,null,Simbad 2004AJ....128..463R,2004AJ....128..463R,null,null,null,null,null,null,null,null,null,null,GCNS,2021A&A...649A...6G,null,null,GCNS,2021A&A...649A...6G,null,null,GCNS,2021A&A...649A...6G,"10,04182855",null,"11,18226242","0,00315062618",gaia_dr3,2023A&A...674A...1G,"12,62627125","0,05364907334","9,895306587","0,01096578012","88,98118108","0,1001802534",GaiaDR3,2023A&A...674A...1G,"11,23102856","0,01356124878",bj2021,2021AJ....161..147B,0,M5V,,1,3167,126,gspspec,2023A&A...674A...1G,null,null,null,null,"3,700000048","1,210000038",gspspec,2023A&A...674A...1G,"-0,9599999785","0,849999994",gspspec [M/H],2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,"7,133744","5,200431","7,98069E+17","7,133744","5,200431","7,98069E+17",1,1,B,"7,1","-7,7",null,null,null,0,null
GAIA DR3 799473875428309120,"145,9188289","36,4156205","145,9177611","36,41532935",null,null,"7,99474E+17",null,null,2507-375-2,WDS J09437+3625B,G 117-36B,gaia dr3,"-193,3336798","0,03383649886","-65,48893478","0,0225171186",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,GCNS,2021A&A...649A...6G,null,null,GCNS,2021A&A...649A...6G,null,null,GCNS,2021A&A...649A...6G,"10,6636768",null,"11,55958652","0,002806717012",gaia_dr3,2023A&A...674A...1G,"12,48588943","0,004668468161","10,55780411","0,005080497075","20,59566711","0,03541084751",GaiaDR3,2023A&A...674A...1G,"48,49552155","0,08545303345",bj2021,2021AJ....161..147B,0,null,null,0,3977,"45,5",gspspec,2023A&A...674A...1G,"4,73403763","0,06623473879",calculated_from_M_and_R,Calculated Value,"5,019999981","0,01499986649",gspspec,2023A&A...674A...1G,0,"0,125",gspspec [M/H],2023A&A...674A...1G,"-1,150451994","0,03387051553",calc_from_gaia,Calculated Value,"0,5601643501","0,02532640647",calc_from_L_and_Teff,Calculated Value,"0,6202987908","0,07618061504",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"2,803335","10,584415","7,99474E+17","2,803335","10,584415","7,99474E+17",1,1,B,"2,8","-0,98","7,99488E+17","596,9935","2,6555",0,null
GAIA DR3 811174736439695232,"140,2473907","38,1882445","140,2471173","38,18813821",null,"8,11175E+17","8,11175E+17",null,2MASS J09205935+3811177,2991-699-1,WDS J09210+3811A,HD  80441A,gaia dr3,"-48,3559965","0,04864472896","-23,9282907","0,04800042883",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"7,13","0,02",Simbad 2002A&A...384..180F,2002A&A...384..180F,"6,73","0,01",Simbad 2002A&A...384..180F,2002A&A...384..180F,null,null,null,null,null,null,null,null,"5,277","0,024",GCNS,2021A&A...649A...6G,"5,077","0,027",GCNS,2021A&A...649A...6G,"5,056","0,018",GCNS,2021A&A...649A...6G,"6,309880251",null,"6,623066902","0,002859632208",gaia_dr3,2023A&A...674A...1G,"6,511922359","0,03383350092","5,918975353","0,03471505988","19,97675129","0,05849532038",GaiaDR3,2023A&A...674A...1G,"49,93315506","0,1507968903",bj2021,2021AJ....161..147B,0,F3Vs,1955ApJ...121..337S,1,"6537,03031",70,using_TIC_relation,Calculated Value,"4,173848324","0,07930565076",calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"0,6103804133","0,03178847947",calc_from_gaia,Calculated Value,"1,574279551","0,06675513901",calc_from_L_and_Teff,Calculated Value,"1,348790211","0,2181266092",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,"1,134635","6,912483","8,11175E+17","1,134635","6,912483","8,11175E+17",1,1,A,"1,2","0,36",null,null,null,0,null
GAIA DR3 842730209053336192,"168,800129","54,157415","168,7997367","54,15751061",309863014,"8,4273E+17","8,4273E+17",null,2MASS J11151204+5409267,3824-780-1,null,PM J11152+5409,gaia dr3,"-51,68451407","0,1126595065","21,51325046","0,1210763678",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"13,37","0,3",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"11,672","0,01",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"11,183","0,02",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"8,836","0,019",GCNS,2021A&A...649A...6G,"8,239","0,053",GCNS,2021A&A...649A...6G,"8,035","0,018",GCNS,2021A&A...649A...6G,"10,09804853",null,"10,95875645","0,002772742236",gaia_dr3,2023A&A...674A...1G,"11,85363197","0,002858139675","10,02487755","0,003796486806","20,51384418","0,1346831173",GaiaDR3,2023A&A...674A...1G,"48,67591476","0,2882118225",bj2021,2021AJ....161..147B,0,M0.0V,2013AJ....145..102L,1,3951,null,Simbad 2014MNRAS.443.2561G,2014MNRAS.443.2561G,"4,494885998",null,calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"-0,8992472776",null,calc_from_gaia,Calculated Value,"0,7579053045",null,calc_from_L_and_Teff,Calculated Value,"0,654708929","0,01548603072",Mann2019,Calculated Value,0,null,null,null,null,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,0,null
GAIA DR3 869858184565864832,"110,7994474","24,1581357","110,7991915","24,15756534",26694411,"8,69858E+17","8,69858E+17",null,2MASS J07231188+2409295,null,null,PM J07231+2409,gaia dr3,"-52,53033306","0,2362385392","-128,3327808","0,1909074932",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,"12,751","0,07",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,307","0,07",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,412","0,019",GCNS,2021A&A...649A...6G,"8,747","0,014",GCNS,2021A&A...649A...6G,"8,54","0,013",GCNS,2021A&A...649A...6G,"10,86391087",null,"11,84353161","0,002774883242",gaia_dr3,2023A&A...674A...1G,"12,96889782","0,003147326479","10,79022026","0,003871732284","24,57420888","0,212266624",GaiaDR3,2023A&A...674A...1G,"40,67615891","0,3330554962",bj2021,2021AJ....161..147B,0,null,null,0,3590,21,gspspec,2023A&A...674A...1G,"4,653157179","0,06616092718",calculated_from_M_and_R,Calculated Value,"4,78000021","0,2699999809",gspspec,2023A&A...674A...1G,"0,05999999866","0,07499999739",gspspec [M/H],2023A&A...674A...1G,"-1,300356903","0,06531159586",calc_from_gaia,Calculated Value,"0,5784759343","0,04402053866",calc_from_L_and_Teff,Calculated Value,"0,549111","0,003665",Kordopatis2023,2023A&A...669A.104K,0,"1,358624","1,068253",Kordopatis2023,2023A&A...669A.104K,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
GAIA DR3 888935295425883392,"104,4073611","30,5002489","104,407371","30,49990253",164953388,"8,88935E+17","8,88935E+17",null,2MASS J06573776+3030011,2437-787-1,null,HD 266743,gaia dr3,"1,926033486","0,2990098894","-77,94127312","0,2625711858",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"10,18","0,04",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"9,18","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"7,428","0,021",GCNS,2021A&A...649A...6G,"6,942","0,018",GCNS,2021A&A...649A...6G,"6,84","0,015",GCNS,2021A&A...649A...6G,"8,291078956",null,"8,892771721","0,002871099111",gaia_dr3,2023A&A...674A...1G,"9,40284729","0,003199349179","8,219174385","0,003929845554","20,0200505","0,2387794852",GaiaDR3,2023A&A...674A...1G,"49,82239914","0,7284851074",bj2021,2021AJ....161..147B,0,K5,1993yCat.3135....0C,0,"4753,128418","1,266845703",gspphot,2023A&A...674A...1G,"4,215625116","0,04875481407",calculated_from_M_and_R,Calculated Value,"4,386499882","0,006800174713",gspphot,2023A&A...674A...1G,"0,09610000253","0,006650000811",gspphot [M/H],2023A&A...674A...1G,"-0,2318837148","0,01058540921",gaia_dr3_flame,2023A&A...674A...1G,"1,129150137","0,01377400025",calc_from_L_and_Teff,Calculated Value,"0,763942852","0,08371211008",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
