hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_rvflag,st_lbtiflag,st_probeflag,st_k2flag,st_k2campaign,st_ppnum,wds_designation,wds_sep,wds_deltamag,ra,raerr,rastr,dec,decerr,decstr,st_glon,st_glonerr,st_glat,st_glaterr,st_fracplxunc,st_dist,st_disterr1,st_disterr2,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_vmag,st_vmagerr,st_vmagsrc,st_kmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_vmk,st_vmkerr,st_vmksrc,st_spttype,st_lumclass,st_spttag,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_lbol,st_lbolerr,st_lbolsrc,st_teff,st_tefferr,st_teffsrc,st_logg,st_loggerr,st_loggsrc,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_age,st_ageerr,st_agesrc,st_actclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,star_name
HIP 6351,,GJ 57,2MASS J01213447-4139226,1,0,0,0,0,0,0,0,,0,,,,20.390109,,01h21m33.63s,-41.655295,,-41d39m19.1s,281.832856,,-74.215939,,0.03,16.71,0.52,-0.49,1239,,-455.8,,10.13,0.01,Koen,2MASS,1.4,0.01,Koen,3.57,0.02,,K5,MAINSEQ,K,9.02,0.07,,0,0.06,0.07,V-K,3962,,V-K,,,,,,,,0.5,,Turnbull,0.48,,Turnbull,,,,I,0.24,,14.13,,0,,31.84,,1,0,1,0,0,2,0,7.356,0.019,0,6.758,0.033,0,6.581,0.02,0,,,,,,,,,,,,,HIP 6351
HIP 6379,HD 7924,GJ 56.5,2MASS J01215911+7642372,1,0,0,0,1,0,0,0,,3,,,,20.496675,,01h21m59.20s,76.710368,,+76d42m37.3s,124.735773,,13.945841,,0.01,16.81,0.17,-0.17,-34.1,,-34.5,,7.17,0.02,VT,2MASS,0.83,0.01,G,2.01,0.03,,K0,MAINSEQ,K,6.04,0.04,,0,0.39,0.05,V-K,5177,,2005ApJS..159..141V,4.59,,2007ApJS..168..297T,-0.15,,,[Fe/H],0.78,,2007ApJS..168..297T,0.83,,2007ApJS..168..297T,0.88,,2007ApJS..168..297T,,0.63,,37.32,,0,,31,,2,0,1,1,0,2,8,5.618,0.025,0,5.231,0.033,0,5.159,0.02,0,5.171,0.181,0,5.025,0.099,0,5.195,0.018,0,5.106,0.028,0,HD 7924
HIP 436,HD 55,GJ 3,2MASS J00051767-6749577,1,0,0,0,0,0,0,0,,0,,,,1.324453,,00h05m17.87s,-67.831227,,-67d49m52.4s,309.497118,,-48.704558,,0.01,15.89,0.16,-0.16,-117.2,,-560.8,,8.49,0.01,Koen,2MASS,1.08,0.01,Koen,2.78,0.03,,K5V,MAINSEQ,K,7.48,0.04,,0,0.15,0.05,V-K,4514,,V-K,,,,,,,,0.62,,Turnbull,0.61,,Turnbull,,,,I,0.38,,23.98,,0,,31.23,,1,0,1,0,0,2,0,6.44,0.021,0,5.885,0.033,0,5.714,0.024,0,,,,,,,,,,,,,HIP 436
HIP 523,,GJ 3006,2MASS J00061920-6550262,1,0,0,0,0,0,0,0,,0,,,,1.57876,,00h06m18.90s,-65.839195,,-65d50m21.1s,310.186018,,-50.648673,,0.04,16.71,0.7,-0.64,195.8,,-552.5,,12.17,0.01,Koen,2MASS,1.58,0.01,Koen,4.54,0.02,,M4,,,11.06,0.11,,0,0.02,0.14,V-K,3455,,V-K,,,,,,,,0.37,,Turnbull,0.36,,Turnbull,,,,,0.13,,8,,0,,32.65,,1,0,1,0,0,2,0,8.479,0.029,0,7.839,0.038,0,7.631,0.017,0,,,,,,,,,,,,,HIP 523
HIP 1368,,GJ 14,2MASS J00170635+4056538,1,0,0,0,0,0,0,0,,0,,,,4.274733,,00h17m05.94s,40.948094,,+40d56m53.1s,115.973804,,-21.459192,,0.01,15,0.15,-0.15,567.9,,82.8,,8.99,0,G,2MASS,1.37,0,G,3.41,0.02,,M0,MAINSEQ,M,8.11,0.03,,0,0.12,0.04,V-K,4060,,V-K,,,,,,,,0.69,,Turnbull,0.58,,Turnbull,,,,,0.34,,22.85,,0,,31.51,,1,0,1,0,0,2,0,6.385,0.039,0,5.748,0.053,0,5.577,0.024,0,,,,,,,,,,,,,HIP 1368
HIP 1463,,GJ 16,2MASS J00181659+1012100,1,0,0,0,0,0,0,0,,0,,,,4.569121,,00h18m16.59s,10.202861,,+10d12m10.3s,109.661996,,-51.812409,,0.03,16.34,0.51,-0.48,-0.7,,-32.3,,10.86,0.01,Koen,2MASS,1.53,0.01,Koen,4.12,0.22,,M0,MAINSEQ,M,9.8,0.09,,0,0.04,0.23,V-K,3654,,V-K,,,,,,,,0.51,,Turnbull,0.44,,Turnbull,,,,,0.2,,12.44,,0,,32.25,,1,0,1,0,0,2,0,7.564,0.032,0,6.922,0.059,0,6.741,0.027,0,,,,,,,,,,,,,HIP 1463
HIP 1696,,GJ 17.1,2MASS J00211961-4544465,1,0,0,0,0,0,0,0,,0,,,,5.331505,,00h21m19.56s,-45.744437,,-45d44m40.0s,318.784342,,-70.445695,,0.03,17.13,0.53,-0.5,70.3,,-815.4,,10.39,0.01,Koen,2MASS,1.48,0.01,Koen,3.87,0.03,,M0,MAINSEQ,M,9.22,0.09,,0,0.06,0.13,V-K,3788,,V-K,,,,,,,,0.56,,Turnbull,0.48,,Turnbull,,,,,0.24,,13.98,,0,,32.13,,1,0,1,0,0,2,0,7.412,0.021,0,6.81,0.031,0,6.544,0.026,0,,,,,,,,,,,,,HIP 1696
HIP 2120,,GJ 21,2MASS J00265268+7008326,1,0,0,0,0,0,0,0,,0,,,,6.720574,,00h26m52.94s,70.142777,,+70d08m34.0s,120.832844,,7.371277,,0.02,16.48,0.34,-0.32,-135.5,,-148,,10.52,0.01,G,2MASS,1.46,0.02,G,3.95,0.03,,M0,MAINSEQ,M,9.44,0.07,,0,0.05,0.11,V-K,3740,,V-K,,,,,,,,0.54,,Turnbull,0.47,,Turnbull,,,,,0.23,,13.7,,0,,32.13,,1,0,1,0,0,2,0,7.411,0.03,0,6.742,0.036,0,6.568,0.024,0,,,,,,,,,,,,,HIP 2120
HIP 8691,,GJ 78,2MASS J01514865-1048120,1,0,0,0,0,0,0,0,,0,,,,27.951454,,01h51m48.35s,-10.802159,,-10d48m07.8s,166.844283,,-68.360881,,0.05,16.57,0.87,-0.79,568.3,,-537.8,,11.79,0.01,Koen,2MASS,1.48,0.01,Koen,4.17,0.03,,M4,MAINSEQ,M,10.69,0.13,,0,0.02,0.15,V-K,3627,,V-K,,,,,,,,0.34,,Turnbull,0.36,,Turnbull,,,,,0.14,,8.21,,0,,32.3,,1,0,1,0,0,2,0,8.375,0.023,0,7.849,0.022,0,7.631,0.029,0,,,,,,,,,,,,,HIP 8691
HIP 8709,,GJ 3121,2MASS J01520295+4700066,1,0,0,0,0,0,0,0,,0,,,,28.012326,,01h52m02.96s,47.001551,,+47d00m05.6s,133.548086,,-14.616919,,0.05,15.5,0.82,-0.74,1.2,,124.1,,12.44,0.01,G,2MASS,0.17,0.02,G,-0.41,0.03,,DAs,WD,WD,11.49,0.13,,0,0.01,0.14,V-K,8159,,B-V,,,,,,,,0.04,,Turnbull,0.28,,Turnbull,,,,,0.08,,5.42,,0,,31.9,,1,0,1,0,0,2,0,12.768,0.024,0,12.826,0.032,0,12.846,0.03,0,12.906,0.024,0,12.952,0.027,0,11.988,,-1,8.983,,-1,HIP 8709
HIP 12261,,,2MASS J02375278-5845110,1,0,0,0,0,0,0,0,,0,,,,39.46958,,02h37m52.70s,-58.753582,,-58d45m12.9s,280.008862,,-53.378487,,0.05,15.01,0.79,-0.71,79,,206.6,,12.46,0.01,Koen,2MASS,1.57,0.01,Koen,4.95,0.03,,M3V,,,11.58,0.12,,0,0.02,0.15,V-K,3296,,V-K,,,,,,,,0.38,,Turnbull,0.35,,Turnbull,,,,,0.13,,8.37,,0,,32.8,,1,0,1,0,0,2,0,8.361,0.025,0,7.794,0.047,0,7.513,0.027,0,7.22,0.037,0,7.181,0.02,0,7.075,0.016,0,6.909,0.074,0,HIP 12261
HIP 12653,HD 17051,GJ 108,2MASS J02423346-5048008,1,0,0,0,1,0,0,0,,1,,,,40.63816,,02h42m33.16s,-50.800827,,-50d48m03.0s,268.811375,,-58.323847,,0,17.17,,,333.7,,219.2,,5.4,0,G,1991ApJ...368..264A,0.56,0.01,G,1.32,0.05,,G0V,MAINSEQ,G,4.23,0.01,,0,1.78,0.05,V-K,6097,,2005ApJS..159..141V,4.38,,2007ApJS..168..297T,0.11,,,[Fe/H],1.18,,2007ApJS..168..297T,1.15,,2007ApJS..168..297T,2.72,,2007ApJS..168..297T,A,1.34,,77.77,,0,,30.87,,5,0,1,4,0,2,0,4.75,0.262,0,4.323,0.214,0,4.138,0.036,0,4.045,0.405,0,3.648,0.251,0,4.111,0.015,0,4.023,0.022,0,HR 810
HIP 12843,HD 17206,GJ 111,2MASS J02450616-1834211,1,1,1,0,0,1,1,0,,0,,,,41.274923,,02h45m05.98s,-18.572651,,-18d34m21.5s,200.833163,,-62.527282,,0.03,14.22,0.44,-0.41,330.9,,36.3,,4.47,0.01,G,Koornneef,0.48,0.01,G,1.19,0.05,,F5/6V,MAINSEQ,F,3.71,0.07,,0,2.83,0.08,V-K,6378,,Gray,4.06,,Gray,,,,,1.38,,Turnbull,1.31,,Turnbull,,,,A,1.68,,118.21,,0,,30.44,,1,0,1,0,0,2,0,3.486,0.292,0,3.236,0.306,0,3.249,0.296,0,,,,,,,,,,,,,HIP 12843
HIP 12929,HD 17230,GJ 112.1,2MASS J02461726+1146309,1,0,0,0,0,0,0,0,,0,,,,41.571331,,02h46m17.12s,11.775751,,+11d46m32.7s,162.303159,,-42.150082,,0.02,16.01,0.33,-0.31,265.5,,-210.1,,8.57,0.01,Koen,2MASS,1.28,0.01,Koen,3.06,0.02,,K5,MAINSEQ,K,7.55,0.06,,0,0.16,0.06,V-K,4300,,V-K,4.64,,2007ApJS..168..297T,,,,,0.67,,2007ApJS..168..297T,0.71,,2007ApJS..168..297T,,,,I,0.4,,24.96,,0,,31.43,,1,0,1,0,0,2,3,6.285,0.02,0,5.691,0.034,0,5.529,0.018,0,,,,,,,,,,,,,HIP 12929
HIP 13375,,GJ 116,2MASS J02520697+3423236,1,0,0,0,0,0,0,0,,0,,,,43.026806,,02h52m06.43s,34.391759,,+34d23m30.3s,149.534173,,-22.171674,,0.02,14.6,0.3,-0.29,994.7,,-988.9,,9.59,0.08,VT,2MASS,1.32,0.02,G,3.29,0.08,,K6:,MAINSEQ,K,8.77,0.12,,0,0.06,0.15,V-K,4141,,V-K,,,,,,,,0.47,,Turnbull,0.48,,Turnbull,,,,,0.24,,16.68,,0,,31.37,,1,0,1,0,0,2,1,7.053,0.021,0,6.462,0.02,0,6.298,0.02,0,,,,,,,,,,,,,HIP 13375
HIP 14445,HD 19305,GJ 123,2MASS J03062676+0157538,1,0,0,0,0,0,0,0,,0,,,,46.610458,,03h06m26.51s,1.967423,,+01d58m02.7s,176.525773,,-46.377292,,0.03,14.51,0.45,-0.42,389.6,,-925.5,,9.07,0,G,2MASS,1.36,0.01,G,3.42,0.02,,K5V,MAINSEQ,K,8.26,0.07,,0,0.1,0.07,V-K,4053,,V-K,,,,,,,,0.65,,Turnbull,0.56,,Turnbull,,,,,0.32,,22.1,,0,,31.44,,1,0,1,0,0,2,0,6.492,0.021,0,5.843,0.034,0,5.646,0.021,0,,,,,,,,,,,,,HIP 14445
HIP 14731,,GJ 3205,2MASS J03101547+0554311,1,0,0,0,0,0,0,0,,0,,,,47.564766,,03h10m15.54s,5.910111,,+05d54m36.4s,173.573044,,-42.907002,,0.08,16.91,1.47,-1.25,-128.3,,-551.3,,11.85,0.01,Koen,2MASS,1.55,0.01,Koen,4.17,0.74,,M4V:,,,10.71,0.19,,0,0.02,0.77,V-K,3626,,V-K,,,,,,,,0.37,,Turnbull,0.37,,Turnbull,,,,,0.15,,8.59,,0,,32.5,,1,0,1,0,0,2,0,8.363,0.027,0,7.75,0.036,0,7.532,0.02,0,,,,,,,,,,,,,HIP 14731
HIP 15366,HD 275122,GJ 134,2MASS J03180742+3815081,1,0,0,0,0,0,0,0,,0,,,,49.529788,,03h18m07.15s,38.253458,,+38d15m12.4s,152.158127,,-16.15575,,0.04,16.53,0.69,-0.64,443.8,,-570.4,,10.29,0.01,G,2MASS,1.45,0.02,G,4.13,0.02,,M1,MAINSEQ,M,9.2,0.09,,0,0.07,0.13,V-K,3649,,V-K,,,,,,,,0.67,,Turnbull,0.51,,Turnbull,,,,,0.27,,16.21,,0,,32.27,,1,0,1,0,0,2,0,7.023,0.023,0,6.371,0.021,0,6.164,0.02,0,,,,,,,,,,,,,HIP 15366
HIP 15919,HD 21197,GJ 141,2MASS J03245975-0521489,1,0,0,0,0,0,0,0,,0,,,,51.249441,,03h24m59.87s,-5.361887,,-05d21m42.8s,189.134175,,-47.487664,,0.01,15.39,0.16,-0.15,-230.4,,-768.7,,7.84,0.01,Koen,2MASS,1.17,0.01,Koen,2.74,0.02,,K4V,MAINSEQ,K,6.9,0.04,,0,0.23,0.04,V-K,4546,,V-K,4.64,,2007ApJS..168..297T,,,,,0.7,,2007ApJS..168..297T,0.76,,2007ApJS..168..297T,,,,A,0.48,,31.26,,0,,31.1,,1,0,1,0,0,2,1,5.827,0.017,0,5.306,0.031,0,5.124,0.022,0,,,,,,,,,,,,,HIP 15919
HIP 17439,HD 23484,GJ 152,2MASS J03440917-3816544,1,0,0,0,0,0,0,0,,0,,,,56.037574,,03h44m09.02s,-38.282473,,-38d16m56.9s,241.327378,,-52.367824,,0.01,16.03,0.16,-0.16,209.1,,288.2,,7,0.01,Koen,2MASS,0.88,0.01,Koen,2.06,0.02,,K1V,MAINSEQ,K,5.97,0.03,,0,0.43,0.04,V-K,5155,,2005ApJS..159..141V,4.55,,2007ApJS..168..297T,0.12,,,[Fe/H],0.82,,2007ApJS..168..297T,0.82,,2007ApJS..168..297T,6.9,,2005ApJS..159..141V,A,0.65,,40.77,,0,,30.92,,1,0,1,0,0,2,0,5.462,0.019,0,5.088,0.016,0,4.934,0.016,0,,,,,,,,,,,,,HIP 17439
HIP 17609,HD 23453,GJ 154,2MASS J03462011+2612560,1,0,0,0,0,0,0,0,,0,,,,56.582869,,03h46m19.89s,26.215983,,+26d12m57.5s,164.926788,,-22.060512,,0.03,14.75,0.46,-0.43,386.9,,-198.2,,9.61,0.01,G,2MASS,1.44,0.02,G,3.77,0.02,,K5,MAINSEQ,K,8.77,0.08,,0,0.08,0.08,V-K,3844,,V-K,,,,,,,,0.65,,Turnbull,0.53,,Turnbull,,,,,0.29,,19.54,,0,,31.75,,1,0,1,0,0,2,0,6.689,0.021,0,6.046,0.018,0,5.844,0.018,0,,,,,,,,,,,,,HIP 17609
HIP 17695,,,2MASS J03472333-0158195,1,0,0,0,0,0,0,0,,0,,,,56.846817,,03h47m23.24s,-1.971542,,-01d58m17.5s,189.747444,,-40.968811,,0.05,16.13,0.85,-0.77,186.7,,-271.8,,11.53,0.01,Koen,2MASS,1.52,0.01,Koen,4.66,0.03,,,MAINSEQ,M,10.49,0.12,,0,0.03,0.15,V-K,3406,,V-K,,,,,,,,0.51,,Turnbull,0.41,,Turnbull,,,,,0.18,,10.98,,0,,32.61,,1,0,1,0,0,2,0,7.804,0.025,0,7.174,0.051,0,6.933,0.024,0,,,,,,,,,,,,,HIP 17695
HIP 17743,,GJ 155.1,2MASS J03475809+0247161,1,0,0,0,0,0,0,0,,0,,,,56.993035,,03h47m58.33s,2.788854,,+02d47m19.9s,184.907897,,-38.011363,,0.04,16.85,0.7,-0.65,-386.9,,-431.3,,11.04,0.01,Koen,2MASS,1.54,0.01,Koen,3.94,0.02,,M0V:,MAINSEQ,M,9.91,0.1,,0,0.03,0.14,V-K,3747,,V-K,,,,,,,,0.43,,Turnbull,0.42,,Turnbull,,,,,0.18,,10.69,,0,,32.16,,1,0,1,0,0,2,0,7.964,0.025,0,7.382,0.057,0,7.11,0.018,0,,,,,,,,,,,,,HIP 17743
HIP 18280,,GJ 156,2MASS J03543546-0649342,1,0,0,0,0,0,0,0,,0,,,,58.647789,,03h54m35.47s,-6.827297,,-06d49m38.3s,196.498761,,-42.098229,,0.02,15.57,0.32,-0.31,-4.2,,529.7,,9.02,0.01,Koen,2MASS,1.38,0.01,Koen,3.42,0.07,,M0V,MAINSEQ,M,8.05,0.05,,0,0.12,0.09,V-K,4055,,V-K,,,,,,,,0.7,,Turnbull,0.58,,Turnbull,,,,,0.35,,22.29,,0,,31.56,,1,0,1,0,0,2,0,6.453,0.023,0,5.806,0.029,0,5.629,0.024,0,,,,,,,,,,,,,HIP 18280
HIP 18774,HD 24451,GJ 156.2,2MASS J04011954+7609343,1,0,0,0,0,0,0,0,,0,,,,60.328391,,04h01m18.81s,76.160701,,+76d09m38.5s,133.576105,,17.387984,,0.01,16.25,0.16,-0.16,332.1,,-547.5,,8.22,0.02,VT,2MASS,1.13,0.02,BVT-G-Red,2.76,0.03,,K4V,MAINSEQ,K,7.16,0.05,,0,0.19,0.06,V-K,4525,,V-K,4.65,,2007ApJS..168..297T,,,,,0.69,,2007ApJS..168..297T,0.74,,2007ApJS..168..297T,,,,,0.44,,26.98,,0,,31.27,,1,0,1,0,0,2,2,6.146,0.018,0,5.595,0.02,0,5.455,0.02,0,,,,,,,,,,,,,HIP 18774
HIP 19394,,GJ 163,2MASS J04091567-5322254,1,0,0,0,0,0,0,0,,3,,,,62.31102,,04h09m14.64s,-53.375113,,-53d22m30.4s,262.784798,,-45.325612,,0.03,14.99,0.46,-0.44,1043.7,,582,,11.79,0.01,G,2MASS,1.48,0.01,G,4.66,0.02,,M,MAINSEQ,M,10.91,0.07,,0,0.02,0.11,V-K,3407,,V-K,,,,,,,,0.43,,Turnbull,0.38,,Turnbull,,,,,0.15,,10,,0,,32.51,,1,0,1,0,0,2,0,7.948,0.025,0,7.428,0.04,0,7.135,0.021,0,6.978,0.057,0,6.828,0.022,0,6.763,0.015,0,6.572,0.048,0,GJ 163
HIP 23147,,GJ 181,2MASS J04585058+4950572,1,0,0,0,0,0,0,0,,0,,,,74.710305,,04h58m50.47s,49.849562,,+49d50m58.4s,157.700329,,4.462394,,0.02,16.31,0.33,-0.32,111.6,,-113.8,,9.8,0.01,G,2MASS,1.41,0.01,G,3.7,0.02,,M2,MAINSEQ,M,8.74,0.06,,0,0.08,0.06,V-K,3885,,V-K,,,,,,,,0.63,,Turnbull,0.52,,Turnbull,,,,,0.28,,17.4,,0,,31.91,,1,0,1,0,0,2,0,6.925,0.02,0,6.241,0.031,0,6.104,0.02,0,6.037,0.117,0,5.939,0.042,0,5.966,0.015,0,5.853,0.043,0,HIP 23147
HIP 26081,,GJ 207.1,2MASS J05334480+0156434,1,0,0,0,0,0,0,0,,0,05337+0157,,,83.437232,,05h33m44.94s,1.945779,,+01d56m44.8s,202.017214,,-16.27759,,0.06,15.94,1.02,-0.9,-241.3,,-156.6,,11.46,0.01,Koen,2MASS,1.57,0.01,Koen,4.68,0.03,,M2.5Ve,MAINSEQ,M,10.44,0.16,,0,0.03,0.18,V-K,3398,,V-K,,,,,,,,0.52,,Turnbull,0.42,,Turnbull,,,,,0.18,,11.37,,0,,32.59,,1,0,1,0,0,2,0,7.764,0.023,0,7.147,0.053,0,6.855,0.021,0,,,,,,,,,,,,,HIP 26081
HIP 27359,,GJ 218,2MASS J05474051-3619425,1,0,0,0,0,0,0,0,,0,,,,86.916762,,05h47m40.02s,-36.328266,,-36d19m41.8s,241.758525,,-27.844478,,0.02,15.03,0.31,-0.29,769.5,,-123.2,,10.74,0.01,Koen,2MASS,1.46,0.01,Koen,4.11,0.02,,M2,MAINSEQ,M,9.85,0.06,,0,0.04,0.11,V-K,3660,,V-K,,,,,,,,0.49,,Turnbull,0.44,,Turnbull,,,,,0.2,,13.2,,0,,32.07,,1,0,1,0,0,2,0,7.409,0.025,0,6.808,0.034,0,6.615,0.02,0,,,,,,,,,,,,,HIP 27359
HIP 27435,HD 38858,GJ 1085,2MASS J05483495-0405404,1,0,0,1,0,0,1,0,,0,,,,87.145434,,05h48m34.90s,-4.094087,,-04d05m38.7s,209.377558,,-15.84166,,0.01,15.18,0.15,-0.15,62.4,,-230.7,,5.97,0,G,1983MNRAS.203..777A,0.64,0,G,1.52,0.05,,G3V,MAINSEQ,G,5.06,0.01,,0,0.85,0.05,V-K,5726,,2005ApJS..159..141V,4.47,,2007ApJS..168..297T,-0.23,,,[Fe/H],0.95,,2007ApJS..168..297T,0.94,,2007ApJS..168..297T,5.4,,2007ApJS..168..297T,I,0.92,,60.6,,0,,30.63,,1,0,1,0,0,2,4,5.26,0.294,0,4.595,0.076,0,4.405,0.015,0,,,,,,,,,,,,,HD 38858
HIP 28035,,,2MASS J05554318-2651233,1,0,0,0,0,0,0,0,,0,,,,88.929199,,05h55m43.01s,-26.856481,,-26d51m23.3s,232.284415,,-23.39949,,0.03,14.58,0.45,-0.42,314.7,,-10.2,,10.82,0.01,Koen,2MASS,1.48,0.01,Koen,4.6,0.22,,M2.5V,,,10,0.08,,0,0.05,0.23,V-K,3429,,V-K,,,,,,,,0.61,,Turnbull,0.46,,Turnbull,,,,,0.22,,14.8,,0,,32.33,,1,0,1,0,0,2,0,7.175,0.029,0,6.475,0.022,0,6.288,0.02,0,,,,,,,,,,,,,HIP 28035
HIP 28103,HD 40136,GJ 225,2MASS J05562429-1410036,1,1,1,0,0,1,1,0,,0,,,,89.101326,,05h56m24.32s,-14.168038,,-14d10m04.9s,219.755696,,-18.471388,,0,14.88,,,-42.2,,139,,3.71,0.01,G,Koornneef,0.34,0.01,G,0.85,0.05,,F1V,MAINSEQ,F,2.85,0.02,,0,6.02,0.05,V-K,7069,,Gray,4.01,,Gray,,,,,1.64,,Turnbull,1.58,,Turnbull,,,,,2.45,,164.97,,0,,30.5,,1,0,1,0,0,2,1,3.063,0.246,0,2.985,0.232,0,2.993,0.254,0,,,,,,,,,,,,,HIP 28103
HIP 28442,HD 40887,GJ 225.2 A,2MASS J06001940-3101494 A,1,0,0,0,0,0,0,0,,0,06003-3102,,,90.082514,,06h00m19.80s,-31.03118,,-31d01m52.2s,236.950145,,-23.810845,,0.35,16.39,8.83,-4.25,-378.6,,1015.2,,7.85,0.01,G,2MASS,1.14,0.01,G,2.95,0.02,,K3/K4V,,,6.78,0.94,,0,0.32,0.94,V-K,4382,,V-K,,,,,,,,0.97,,Turnbull,0.74,,Turnbull,,,,I,0.56,,34.25,,0,,31.44,,1,0,1,0,0,2,0,5.659,0.02,0,5.07,0.027,0,4.902,0.018,0,,,,,,,,,,,,,HIP 28442
HIP 28954,HD 41593,GJ 227,2MASS J06064047+1532317,1,0,0,0,0,0,0,0,,0,,,,91.668963,,06h06m40.55s,15.542357,,+15d32m32.5s,194.024083,,-2.53463,,0.01,15.27,0.15,-0.15,-122.3,,-103.3,,6.75,0.02,VT,2MASS,0.81,0,G,1.93,0.03,,K0,MAINSEQ,K,5.83,0.04,,0,0.47,0.05,V-K,5300,,V-K,,,,,,,,0.81,,Turnbull,0.82,,Turnbull,,,,A,0.68,,44.72,,0,,30.77,,1,0,1,0,0,2,0,5.317,0.018,0,4.942,0.038,0,4.822,0.017,0,,,,,,,,,,,,,HIP 28954
HIP 31300,,GJ 238,2MASS J06334998-5831426,1,0,0,0,0,0,0,0,,0,,,,98.460095,,06h33m50.42s,-58.530393,,-58d31m49.4s,267.839904,,-25.122473,,0.03,16.46,0.51,-0.48,-400,,795.9,,11.59,0.01,Koen,2MASS,1.55,0.01,Koen,4.59,0.03,,M,MAINSEQ,M,10.51,0.08,,0,0.03,0.12,V-K,3433,,V-K,,,,,,,,0.49,,Turnbull,0.41,,Turnbull,,,,,0.17,,10.52,,0,,32.63,,1,0,1,0,0,2,0,7.898,0.023,0,7.312,0.034,0,7.03,0.022,0,,,,,,,,,,,,,HIP 31300
HIP 32560,,GJ 246,2MASS J06473802+3730587,1,0,0,0,0,0,0,0,,0,06476+3731,,,101.908993,,06h47m38.16s,37.518133,,+37d31m05.3s,178.28677,,15.425868,,0.06,15.74,1,-0.89,-225.7,,-935.5,,12.06,0.03,G,,-0.1,0.05,G,,,,DAn,WD,WD,11.07,0.16,,0,0.01,0.19,B-V,12427,,B-V,,,,,,,,0.02,,Turnbull,0.27,,Turnbull,,,,,0.08,,4.84,,0,,31.31,,1,0,1,0,0,2,0,12.657,,-1,12.662,0.061,0,12.755,,-1,,,,,,,,,,,,,HIP 32560
HIP 32769,HD 48948,GJ 247,2MASS J06495699+6020077,1,0,0,0,0,0,0,0,,0,,,,102.486362,,06h49m56.73s,60.334546,,+60d20m04.4s,155.501211,,23.163169,,0.02,16.63,0.34,-0.33,251.9,,410.1,,8.59,0,G,2MASS,1.21,0.01,G,2.98,0.02,,M0p,MAINSEQ,M,7.49,0.05,,0,0.17,0.06,V-K,4360,,V-K,,,,,,,,0.71,,Turnbull,0.63,,Turnbull,,,,,0.41,,24.53,,0,,31.49,,1,0,1,0,0,2,1,6.335,0.019,0,5.729,0.016,0,5.612,0.018,0,,,,,,,,,,,,,HIP 32769
HIP 33277,HD 50692,GJ 252,2MASS J06551867+2522320,1,0,0,0,0,0,0,0,,0,,,,103.827878,,06h55m18.69s,25.375636,,+25d22m32.3s,190.418622,,12.064,,0.01,17.24,0.17,-0.17,-35.8,,25.1,,5.75,0.02,VT,,0.57,0.01,G,,,,G0V,MAINSEQ,G,4.56,0.03,,0,1.32,0.11,B-V,5891,,2005ApJS..159..141V,4.36,,2007ApJS..168..297T,-0.18,,,[Fe/H],1.1,,2007ApJS..168..297T,0.99,,2007ApJS..168..297T,6.76,,2007ApJS..168..297T,I,1.15,,66.62,,0,,30.89,,1,0,1,0,0,2,6,4.913,0.276,0,4.509,0.204,0,4.293,0.036,0,,,,,,,,,,,,,HIP 33277
HIP 33817,HD 52698,GJ 259,2MASS J07011370-2556555,1,0,0,0,0,0,0,0,,0,,,,105.306693,,07h01m13.61s,-25.948816,,-25d56m55.7s,237.301341,,-9.517685,,0.01,14.65,0.15,-0.15,206.6,,40.9,,6.69,0.01,Koen,2MASS,0.89,0.01,Koen,2.07,0.02,,K1V,MAINSEQ,K,5.86,0.03,,0,0.47,0.04,V-K,5153,,V-K,,,,,,,,0.86,,Turnbull,0.82,,Turnbull,,,,A,0.68,,46.62,,0,,30.7,,1,0,1,0,0,2,0,5.152,0.017,0,4.845,0.047,0,4.636,0.015,0,,,,,,,,,,,,,HIP 33817
HIP 34115,,GJ 258,2MASS J07042594+6817196,1,0,0,0,0,0,0,0,,0,,,,106.105816,,07h04m25.40s,68.28867,,+68d17m19.2s,147.250097,,26.249544,,0.04,14.93,0.62,-0.57,346.9,,54.3,,11.95,0.01,G,2MASS,1.53,0.02,G,4.68,0.02,,M5,MAINSEQ,M,11.08,0.1,,0,0.02,0.14,V-K,3396,,V-K,,,,,,,,0.4,,Turnbull,0.37,,Turnbull,,,,,0.14,,9.4,,0,,32.53,,1,0,1,0,0,2,0,8.17,0.034,0,7.594,0.026,0,7.269,0.02,0,,,,,,,,,,,,,HIP 34115
